"Fruits: Farmgate Prices by Commodity, by Region and by Province, Monthly, 2010-2024"

"Geolocation","Commodity","2020 January","2020 February","2020 March","2020 April","2020 May","2020 June","2020 July","2020 August","2020 September","2020 October","2020 November","2020 December","2021 January","2021 February","2021 March","2021 April","2021 May","2021 June","2021 July","2021 August","2021 September","2021 October","2021 November","2021 December","2022 January","2022 February","2022 March","2022 April","2022 May","2022 June","2022 July","2022 August","2022 September","2022 October","2022 November","2022 December","2023 January","2023 February","2023 March","2023 April","2023 May","2023 June","2023 July","2023 August","2023 September","2023 October","2023 November","2023 December","2024 January","2024 February","2024 March","2024 April","2024 May","2024 June","2024 July","2024 August","2024 September","2024 October","2024 November","2024 December"
"..REGION V (BICOL REGION)","Duhat",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"..REGION V (BICOL REGION)","Golden Melon",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"..REGION V (BICOL REGION)","Karamay",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"..REGION V (BICOL REGION)","Lemon",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,20.00,20.00,20.00,..,57.50,..,20.00,48.97,25.59,..,..,..
"..REGION V (BICOL REGION)","Lime",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"..REGION V (BICOL REGION)","Makopa",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"..REGION V (BICOL REGION)","Passion fruit",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"..REGION VI (WESTERN VISAYAS)","Tambis",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"..REGION VI (WESTERN VISAYAS)","Atis [Sugarapple]",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,20.00,20.00,..,..,36.96,51.11,..,..,..
"..REGION VI (WESTERN VISAYAS)","Avocado",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,60.00,50.00,45.00,39.53,41.11,39.33,34.57,27.95,57.92,..,..,..
"..REGION VI (WESTERN VISAYAS)","Banana Bungulan, green",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,19.54,18.82,21.22,23.82,24.53,12.80,17.70,24.18,21.52,..,..,..
"..REGION VI (WESTERN VISAYAS)","Banana Cavendish",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,20.44,22.15,19.39,23.82,20.07,24.51,20.16,19.03,23.77,..,..,..
"..REGION VI (WESTERN VISAYAS)","Banana Lakatan, green",32.01,35.22,37.68,37.53,37.53,40.91,39.12,39.42,38.44,39.08,36.05,39.91,38.63,41.04,39.22,40.17,40.19,41.49,38.78,38.34,38.42,37.40,35.67,36.75,39.02,40.66,42.30,43.54,44.27,43.20,45.09,44.08,42.84,40.23,40.74,43.48,44.41,43.38,37.99,38.51,38.41,44.31,44.03,36.36,41.36,38.34,38.82,40.82,49.79,51.71,53.11,31.47,35.28,25.98,46.97,57.48,67.05,..,..,..
"..REGION VI (WESTERN VISAYAS)","Banana Latundan, green",19.69,21.85,22.48,25.04,25.67,24.85,25.29,25.13,22.37,22.85,21.53,22.78,23.50,21.04,21.01,20.69,19.07,18.89,19.92,19.38,20.39,19.20,18.78,20.49,21.68,22.65,23.09,23.04,22.32,23.26,23.09,23.25,22.54,23.02,22.95,22.20,22.86,24.98,22.37,23.60,21.92,21.20,21.22,21.52,23.57,22.69,24.23,23.67,22.95,29.89,26.46,24.96,22.69,23.04,25.74,34.66,26.85,..,..,..
"..REGION VI (WESTERN VISAYAS)","Banana Saba, green",12.67,15.40,15.49,19.52,18.86,17.65,17.48,18.33,16.44,15.15,14.08,14.93,15.20,15.06,14.41,13.05,12.71,13.20,11.86,12.05,12.19,11.91,11.87,12.48,12.76,13.91,12.68,14.50,14.90,15.63,15.50,14.38,14.19,15.63,15.70,16.17,15.29,15.90,15.47,16.57,15.82,14.45,15.03,14.79,15.33,15.19,15.79,15.30,15.65,16.42,16.00,16.27,16.28,15.00,16.46,18.93,12.97,..,..,..
"..REGION VI (WESTERN VISAYAS)","Calamansi",27.24,19.81,25.45,28.71,26.35,25.81,23.54,19.46,15.83,17.69,21.74,30.59,28.01,30.81,26.32,24.18,26.11,24.59,24.35,25.08,23.95,24.23,28.84,28.68,33.16,45.14,39.06,33.66,28.37,31.38,23.15,25.76,28.86,29.34,34.13,41.46,40.17,37.02,36.13,53.62,52.23,42.00,38.90,30.53,23.65,28.32,34.85,37.72,38.35,31.66,42.11,93.89,94.59,99.67,33.47,41.77,49.99,..,..,..
"..REGION VI (WESTERN VISAYAS)","Chico [Sapota]",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,24.42,26.16,29.46,..,..,..,..,..,..,..,25.50,27.30,33.72,43.33,40.00,60.00,28.23,18.50,..,15.00,26.52,..,..,..
"..REGION VI (WESTERN VISAYAS)","Dragon fruit",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,130.00,..,..,198.00,196.00,197.92,230.20,170.38,135.06,..,..,..
"..REGION VI (WESTERN VISAYAS)","Durian",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,56.00,64.94,..,..,..
"..REGION VI (WESTERN VISAYAS)","Grapes, green",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"..REGION VI (WESTERN VISAYAS)","Grapes, red",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"..REGION VI (WESTERN VISAYAS)","Guapple",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,32.78,..,..,20.00,20.00,20.00,..,..,..
"..REGION VI (WESTERN VISAYAS)","Guava",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,20.00,20.00,..,20.00,16.40,..,..,10.00,..,..,..,..
"..REGION VI (WESTERN VISAYAS)","Guayabano [Soursop]",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,36.01,50.00,50.00,36.71,42.70,29.75,30.58,24.74,39.59,..,..,..
"..REGION VI (WESTERN VISAYAS)","Honeydew melon",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,70.00,50.00,54.62,..,28.87,28.87,..,..,..,..,..,..
"..REGION VI (WESTERN VISAYAS)","Jackfruit, ripe",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,9.83,..,..,..,..,..,..,..,..,..,..,..,..,37.50,35.31,39.00,18.44,23.34,21.18,22.78,33.84,11.23,..,..,..
"..REGION VI (WESTERN VISAYAS)","Lanzones",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,45.00,..,..,200.00,150.00,130.64,75.00,92.05,73.94,..,..,..
"..REGION VI (WESTERN VISAYAS)","Mandarin Ladu",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"..REGION VI (WESTERN VISAYAS)","Mandarin Szinkom",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"..REGION VI (WESTERN VISAYAS)","Mango Carabao, green",79.84,96.66,65.90,56.56,63.36,65.79,70.20,87.13,85.50,108.46,95.55,90.78,105.12,106.12,101.03,82.30,63.05,70.62,76.12,72.75,88.10,97.20,110.61,107.70,104.09,94.65,72.01,63.69,51.55,86.34,120.40,123.82,123.35,123.52,106.52,125.55,119.54,109.68,100.46,119.12,81.12,73.04,86.47,117.22,156.07,145.78,140.29,164.07,110.00,103.02,76.62,60.52,66.90,53.78,50.35,50.00,60.00,..,..,..
"..REGION VI (WESTERN VISAYAS)","Mango Indian, green",15.38,..,22.93,23.37,16.15,9.59,..,..,..,..,..,..,..,20.00,..,10.00,14.03,16.54,19.51,..,34.86,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,40.00,33.89,31.00,36.80,17.04,12.29,8.58,19.91,22.18,21.88,32.29,..,32.67,32.51,26.53,15.70,38.69,15.24,11.38,20.00,21.50,..,..,..
"..REGION VI (WESTERN VISAYAS)","Mango Piko, green",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,40.00,..,..,49.22,31.20,30.00,..,..,..,..,..,..,50.00,50.00,44.63,42.63,47.95,46.06,..,..,..,..,..
"..REGION VI (WESTERN VISAYAS)","Mango, Other Variety",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,40.00,59.51,45.84,41.52,48.55,20.00,40.88,..,..,..
"..REGION VI (WESTERN VISAYAS)","Mangosteen",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,84.67,..,..,..
"..REGION VI (WESTERN VISAYAS)","Marang",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,27.50,..,..,..,5.00,..,..,17.88,33.06,..,..,..
"..REGION VI (WESTERN VISAYAS)","Muskmelon",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,50.00,45.00,45.00,50.00,50.00,50.00,30.00,..,..,..,..,..
"..REGION VI (WESTERN VISAYAS)","Orange",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"..REGION VI (WESTERN VISAYAS)","Papaya Hawaiian",27.33,31.36,22.82,24.21,20.70,25.40,22.31,26.37,24.35,22.03,21.22,18.63,19.46,19.65,19.73,22.41,22.83,22.41,22.70,21.37,22.60,20.28,18.77,20.41,22.12,20.73,20.81,19.10,19.86,23.06,23.20,22.74,29.68,25.23,23.97,28.56,19.83,24.19,26.65,26.40,22.06,22.28,19.87,24.26,25.07,18.56,15.13,19.44,33.16,35.44,34.22,23.97,33.99,19.45,28.00,20.53,19.07,..,..,..
"..REGION VI (WESTERN VISAYAS)","Papaya native",..,..,..,..,..,..,..,..,..,..,..,..,..,10.74,10.20,9.62,9.06,10.14,10.50,10.30,10.03,9.35,8.75,11.97,13.37,11.87,13.40,14.45,11.32,13.63,14.20,12.14,11.86,13.04,13.50,13.11,12.31,15.31,15.57,15.07,14.68,14.05,12.82,16.16,13.55,8.72,7.79,10.23,9.61,9.90,14.60,21.79,12.65,16.93,20.24,12.19,10.62,..,..,..
"..REGION VI (WESTERN VISAYAS)","Papaya Sinta",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"..REGION VI (WESTERN VISAYAS)","Papaya Solo",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,17.00,..,..,12.00,..,..,..
"..REGION VI (WESTERN VISAYAS)","Pineapple Formosa",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"..REGION VI (WESTERN VISAYAS)","Pineapple Hawaiian",17.85,15.60,16.12,16.73,16.64,14.20,12.60,12.63,12.35,12.68,11.85,14.14,14.58,13.55,12.78,12.77,14.76,13.69,11.82,11.73,12.71,12.35,12.50,14.04,15.26,13.99,14.05,12.98,15.02,13.66,14.08,15.27,15.74,16.44,16.51,16.99,19.90,27.86,22.59,23.53,20.58,18.79,16.52,17.35,18.66,31.13,19.50,28.67,22.06,32.50,37.50,20.00,20.00,25.00,19.06,20.00,20.00,..,..,..
"..REGION VI (WESTERN VISAYAS)","Pineapple native",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,6.25,28.04,20.00,..,..,..,..
"..REGION VI (WESTERN VISAYAS)","Pomelo",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,29.89,15.00,15.00,53.66,60.00,..,27.82,24.07,38.37,..,..,..
"..REGION VI (WESTERN VISAYAS)","Rambutan",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,40.00,..,..,200.00,140.00,127.14,20.84,37.06,51.23,..,..,..
"..REGION VI (WESTERN VISAYAS)","Santol native",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"..REGION VI (WESTERN VISAYAS)","Siniguelas [Jamaica plum]",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,33.01,68.92,..,..,..,..,..,..,..
"..REGION VI (WESTERN VISAYAS)","Starapple",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,41.43,35.82,36.42,26.67,15.00,..,25.39,..,..,..,..,..
"..REGION VI (WESTERN VISAYAS)","Tamarind",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,40.00,20.00,..,..,..,..,..,..,..,..,..,..
"..REGION VI (WESTERN VISAYAS)","Watermelon",16.97,17.20,9.83,8.38,10.87,14.05,..,25.00,14.86,12.68,16.29,16.10,15.69,12.90,12.71,12.35,11.20,13.30,10.94,..,16.01,17.10,17.51,16.28,15.24,16.28,11.02,9.89,18.61,14.39,..,17.46,17.95,14.79,20.51,19.18,21.27,18.21,19.50,20.62,21.47,22.94,19.51,15.46,10.75,16.76,22.85,17.88,23.25,22.80,23.20,25.53,9.43,11.20,..,..,..,..,..,..
"..REGION VI (WESTERN VISAYAS)","Anonas",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,30.00,..,..,..,..,..
"..REGION VI (WESTERN VISAYAS)","Aratelis (Manzanita)",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"..REGION VI (WESTERN VISAYAS)","Balimbing",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"..REGION VI (WESTERN VISAYAS)","Banana, Other Variety",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,20.00,20.00,20.00,..,..,23.21,..,..,..
"..REGION VI (WESTERN VISAYAS)","Bignay",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"..REGION VI (WESTERN VISAYAS)","Breadfruit",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"..REGION VI (WESTERN VISAYAS)","Camatchili",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"..REGION VI (WESTERN VISAYAS)","Canistel",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"..REGION VI (WESTERN VISAYAS)","Duhat",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"..REGION VI (WESTERN VISAYAS)","Golden Melon",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,30.00,25.00,30.00,..,..,..,..,..,..,..,..,..
"..REGION VI (WESTERN VISAYAS)","Karamay",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"..REGION VI (WESTERN VISAYAS)","Lemon",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,32.25,45.00,..,..,..,..,20.00,20.00,20.00,..,..,..
"..REGION VI (WESTERN VISAYAS)","Lime",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"..REGION VI (WESTERN VISAYAS)","Makopa",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"..REGION VI (WESTERN VISAYAS)","Passion fruit",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"..REGION VII (CENTRAL VISAYAS)","Tambis",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"..REGION VII (CENTRAL VISAYAS)","Atis [Sugarapple]",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,15.00,..,..,40.00,..,10.00,..,..,..
"..REGION VII (CENTRAL VISAYAS)","Avocado",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,17.71,12.69,11.79,11.00,12.97,..,..,..,..,..,..,..,22.93,18.80,22.53,18.99,23.37,30.00,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,20.00,50.40,23.00,28.31,27.34,29.74,31.81,35.56,50.00,..,..,..
"..REGION VII (CENTRAL VISAYAS)","Banana Bungulan, green",14.02,13.20,13.48,14.89,15.27,18.38,17.97,15.77,17.27,19.13,18.99,19.82,17.44,11.37,18.23,12.27,16.21,16.61,13.84,14.99,14.89,14.26,14.41,13.67,13.98,13.90,10.93,13.07,15.45,13.10,15.45,15.39,16.22,14.92,15.70,17.81,12.67,12.24,11.32,12.28,11.13,10.65,11.09,10.04,10.67,12.66,11.61,11.80,19.22,32.14,20.54,17.74,20.28,13.33,14.64,17.40,14.33,..,..,..
"..REGION VII (CENTRAL VISAYAS)","Banana Cavendish",12.26,12.50,13.06,14.33,12.27,14.73,14.48,12.71,13.15,11.90,12.75,12.56,11.06,8.95,8.14,9.22,6.13,5.48,5.88,4.36,3.88,5.02,5.53,8.16,7.69,5.27,6.13,6.22,5.83,5.80,5.54,6.59,7.57,7.26,7.27,7.32,6.74,6.12,7.47,6.82,11.45,11.17,10.89,10.92,12.49,14.42,13.16,13.18,23.86,26.98,24.69,23.81,16.97,16.95,18.00,10.06,20.87,..,..,..
"..REGION VII (CENTRAL VISAYAS)","Banana Lakatan, green",33.80,37.86,38.68,38.66,37.30,40.46,39.42,36.06,35.80,37.53,38.49,37.50,37.15,32.36,33.50,33.04,35.19,33.49,34.96,33.31,32.37,31.30,34.01,34.22,36.71,39.57,33.41,35.86,39.23,36.81,34.67,33.15,30.80,33.14,34.69,33.60,32.20,31.20,32.46,35.13,37.23,37.07,36.06,34.82,35.65,35.32,35.60,40.32,35.88,32.89,35.06,31.06,33.39,34.86,39.22,38.75,37.79,..,..,..
"..REGION VII (CENTRAL VISAYAS)","Banana Latundan, green",17.78,19.27,19.37,21.34,19.57,22.15,20.47,20.74,20.37,22.90,21.32,21.51,23.58,22.00,20.69,20.18,22.28,23.13,22.64,20.74,22.06,20.69,20.07,22.42,21.83,23.97,23.08,23.62,23.25,24.01,25.24,23.16,23.33,22.92,23.97,23.17,22.29,22.87,21.83,24.33,24.57,22.19,22.51,23.40,21.70,22.18,21.81,21.65,24.11,27.45,28.05,20.96,21.22,20.92,32.17,30.49,30.76,..,..,..
"..REGION VII (CENTRAL VISAYAS)","Banana Saba, green",14.01,13.43,13.37,15.89,15.07,15.43,15.42,15.53,16.02,16.19,15.80,18.73,16.51,15.18,14.23,15.02,12.76,15.32,14.97,14.80,15.35,14.86,13.48,14.67,15.32,14.06,16.85,15.33,15.70,17.17,16.57,16.65,16.18,16.14,16.09,17.41,16.31,16.25,16.60,16.16,15.99,16.32,15.83,16.58,14.87,15.05,15.95,16.18,19.55,23.42,27.00,16.76,17.45,15.98,18.86,17.70,12.97,..,..,..
"..REGION VII (CENTRAL VISAYAS)","Calamansi",34.75,21.28,26.39,29.96,29.91,36.58,45.24,42.46,42.07,40.92,37.90,34.23,38.72,43.82,36.59,43.79,45.16,39.96,33.58,39.87,43.52,37.76,37.45,50.66,47.64,44.43,38.95,41.96,41.75,41.76,38.29,42.66,42.01,42.57,38.11,47.04,40.78,42.42,37.89,42.03,42.32,39.79,41.95,43.38,38.21,42.48,45.90,43.14,53.56,61.60,54.53,60.22,56.25,55.36,55.30,64.69,77.51,..,..,..
"..REGION VII (CENTRAL VISAYAS)","Chico [Sapota]",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,39.99,22.39,..,..,..,..,..,..,..,..,..
"..REGION VII (CENTRAL VISAYAS)","Dragon fruit",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,126.83,90.00,..,146.67,193.33,148.96,124.42,125.34,133.76,..,..,..
