,Species,Geolocation,Value,Year,Quarter,Volume
2795,Gourami,Region V (Bicol Region),3427.59,2022, Quarter 1,10.033333333333333
2796,Gourami,Region VI (Western Visayas),1281.1366666666665,2022, Quarter 1,3.9633333333333334
2797,Gourami,Region VII (Central Visayas),1501.0266666666666,2022, Quarter 1,3.8466666666666662
2798,Gourami,Region VIII (Eastern Visayas),11150.966666666667,2022, Quarter 1,68.77333333333333
2799,Gourami,Region IX (Zamboanga Peninsula),3185.4133333333334,2022, Quarter 1,8.736666666666666
2800,Gourami,Region X (Nothern Mindanao),1022.8566666666666,2022, Quarter 1,2.5366666666666666
2801,Gourami,Region XI (Davao Region),2.7433333333333336,2022, Quarter 1,0.07666666666666666
2802,Gourami,Region XII (SOCCSKSARGEN),2.65,2022, Quarter 1,0.06
2803,Gourami,Region XIII (Caraga),16.77,2022, Quarter 1,0.05000000000000001
2804,Gourami,Bangsamoro Autonomous Region in Muslim Mindanao (BARMM),43884.05333333334,2022, Quarter 1,393.01666666666665
2805,Mudfish,National Capital Region (NCR),3482.2066666666665,2022, Quarter 1,53.68
2806,Mudfish,Cordillera Administrative Region (CAR),38.85,2022, Quarter 1,0.35
2807,Mudfish,Region I (Ilocos Region),864.38,2022, Quarter 1,9.26
2808,Mudfish,Region II (Cagayan Valley),284.62,2022, Quarter 1,3.0
2809,Mudfish,Region III (Central Luzon),10168.16,2022, Quarter 1,86.77
2810,Mudfish,Region IV-A (CALABARZON),8.92,2022, Quarter 1,0.09
2811,Mudfish,MIMAROPA Region,80.67,2022, Quarter 1,0.96
2812,Mudfish,Region V (Bicol Region),112.71,2022, Quarter 1,1.11
2813,Mudfish,Region VI (Western Visayas),57.85,2022, Quarter 1,0.53
2814,Mudfish,Region VII (Central Visayas),46.07,2022, Quarter 1,0.42
2815,Mudfish,Region VIII (Eastern Visayas),274.48,2022, Quarter 1,2.35
2816,Mudfish,Region IX (Zamboanga Peninsula),0.2,2022, Quarter 1,0.0
2817,Mudfish,Region X (Nothern Mindanao),4.87,2022, Quarter 1,0.04
2818,Mudfish,Region XI (Davao Region),321.37,2022, Quarter 1,3.93
2819,Mudfish,Region XII (SOCCSKSARGEN),858.86,2022, Quarter 1,7.26
2820,Mudfish,Region XIII (Caraga),18.28,2022, Quarter 1,0.07
2821,Mudfish,Bangsamoro Autonomous Region in Muslim Mindanao (BARMM),56333.82666666667,2022, Quarter 1,35.13666666666666
2822,Freshwater Prawn,National Capital Region (NCR),434.75333333333333,2022, Quarter 1,1.5466666666666666
2823,Freshwater Prawn,Cordillera Administrative Region (CAR),280.5566666666667,2022, Quarter 1,0.8633333333333333
2824,Freshwater Prawn,Region I (Ilocos Region),4.39,2022, Quarter 1,0.03
2825,Freshwater Prawn,Region II (Cagayan Valley),7.82,2022, Quarter 1,0.02
2826,Freshwater Prawn,Region III (Central Luzon),209.48000000000002,2022, Quarter 1,0.4733333333333334
2827,Freshwater Prawn,Region IV-A (CALABARZON),19.56,2022, Quarter 1,0.05
2828,Freshwater Prawn,MIMAROPA Region,263.88,2022, Quarter 1,1.3966666666666665
2829,Freshwater Prawn,Region V (Bicol Region),381.25666666666666,2022, Quarter 1,2.226666666666667
2830,Freshwater Prawn,Region VI (Western Visayas),1.34,2022, Quarter 1,0.01
2831,Freshwater Prawn,Region VII (Central Visayas),338.65000000000003,2022, Quarter 1,1.9366666666666668
2832,Freshwater Prawn,Region VIII (Eastern Visayas),42.15333333333333,2022, Quarter 1,0.4666666666666666
2833,Freshwater Prawn,Region IX (Zamboanga Peninsula),59.596666666666664,2022, Quarter 1,0.57
2834,Freshwater Prawn,Region X (Nothern Mindanao),3.66,2022, Quarter 1,0.01
2835,Freshwater Prawn,Region XI (Davao Region),1.92,2022, Quarter 1,0.01
2836,Freshwater Prawn,Region XII (SOCCSKSARGEN),9.68,2022, Quarter 1,0.16
2837,Freshwater Prawn,Region XIII (Caraga),2.32,2022, Quarter 1,0.02
2838,Freshwater Prawn,Bangsamoro Autonomous Region in Muslim Mindanao (BARMM),36.21,2022, Quarter 1,0.2333333333333333
2839,Others,National Capital Region (NCR),7952.63,2022, Quarter 1,190.82
2840,Others,Cordillera Administrative Region (CAR),28.14,2022, Quarter 1,0.05
2841,Others,Region I (Ilocos Region),1317.22,2022, Quarter 1,12.38
2842,Others,Region II (Cagayan Valley),85.46,2022, Quarter 1,0.86
2843,Others,Region III (Central Luzon),216987.64,2022, Quarter 1,783.32
2844,Others,Region IV-A (CALABARZON),666.69,2022, Quarter 1,3.69
2845,Others,MIMAROPA Region,3642.52,2022, Quarter 1,13.76
2846,Others,Region V (Bicol Region),1336.75,2022, Quarter 1,13.89
2847,Others,Region VI (Western Visayas),5103.51,2022, Quarter 1,26.53
2848,Others,Region VII (Central Visayas),17.07,2022, Quarter 1,0.12
2849,Others,Region VIII (Eastern Visayas),7701.63,2022, Quarter 1,22.23
2850,Others,Region IX (Zamboanga Peninsula),571.82,2022, Quarter 1,0.79
2851,Others,Region X (Nothern Mindanao),578.71,2022, Quarter 1,10.57
2852,Others,Region XI (Davao Region),134.5,2022, Quarter 1,1.74
2853,Others,Region XII (SOCCSKSARGEN),511.95,2022, Quarter 1,3.08
2854,Others,Region XIII (Caraga),11852.02,2022, Quarter 1,33.46
2855,Others,Bangsamoro Autonomous Region in Muslim Mindanao (BARMM),7.38,2022, Quarter 1,0.04
2856,Oyster,National Capital Region (NCR),2014.51,2022, Quarter 1,30.83
2857,Oyster,Cordillera Administrative Region (CAR),3502.7533333333336,2022, Quarter 1,4.616666666666666
2858,Oyster,Region I (Ilocos Region),1628.91,2022, Quarter 1,61.0
2859,Oyster,Region II (Cagayan Valley),401.98,2022, Quarter 1,44.66
2860,Oyster,Region III (Central Luzon),2510.9,2022, Quarter 1,73.96
2861,Oyster,Region IV-A (CALABARZON),1855.16,2022, Quarter 1,54.97
2862,Oyster,MIMAROPA Region,4164.876666666667,2022, Quarter 1,21.84
2863,Oyster,Region V (Bicol Region),23.54,2022, Quarter 1,0.78
2864,Oyster,Region VI (Western Visayas),29348.36,2022, Quarter 1,2204.25
2865,Oyster,Region VII (Central Visayas),890.54,2022, Quarter 1,62.48
2866,Oyster,Region VIII (Eastern Visayas),83.65,2022, Quarter 1,4.18
2867,Oyster,Region IX (Zamboanga Peninsula),1171.31,2022, Quarter 1,55.0
2868,Oyster,Region X (Nothern Mindanao),289.9166666666667,2022, Quarter 1,10.233333333333333
2869,Oyster,Region XI (Davao Region),207.39,2022, Quarter 1,15.95
2870,Oyster,Region XII (SOCCSKSARGEN),152560.73333333334,2022, Quarter 1,627.9933333333333
2871,Oyster,Region XIII (Caraga),174602.62333333332,2022, Quarter 1,686.7166666666667
2872,Oyster,Bangsamoro Autonomous Region in Muslim Mindanao (BARMM),616336.0933333334,2022, Quarter 1,86300.72333333333
2873,Mussel,National Capital Region (NCR),9501.57,2022, Quarter 1,150.82
2874,Mussel,Cordillera Administrative Region (CAR),366.1766666666667,2022, Quarter 1,28.78666666666666
2875,Mussel,Region I (Ilocos Region),99.93,2022, Quarter 1,1.63
2876,Mussel,Region II (Cagayan Valley),156.67,2022, Quarter 1,1.83
2877,Mussel,Region III (Central Luzon),5436.84,2022, Quarter 1,136.28
2878,Mussel,Region IV-A (CALABARZON),40558.96,2022, Quarter 1,661.0
2879,Mussel,MIMAROPA Region,1031.54,2022, Quarter 1,85.96
2880,Mussel,Region V (Bicol Region),3895.11,2022, Quarter 1,106.74
2881,Mussel,Region VI (Western Visayas),5526.27,2022, Quarter 1,253.35
2882,Mussel,Region VII (Central Visayas),1863.136666666667,2022, Quarter 1,237.34333333333333
2883,Mussel,Region VIII (Eastern Visayas),10384.19,2022, Quarter 1,458.56
2884,Mussel,Region IX (Zamboanga Peninsula),13710.326666666666,2022, Quarter 1,220.59666666666666
2885,Mussel,Region X (Nothern Mindanao),41.2,2022, Quarter 1,1.01
2886,Mussel,Region XI (Davao Region),165.69,2022, Quarter 1,2.2266666666666666
2887,Mussel,Region XII (SOCCSKSARGEN),564.06,2022, Quarter 1,14.6
2888,Mussel,Region XIII (Caraga),4243.053333333334,2022, Quarter 1,12.203333333333333
2889,Mussel,Bangsamoro Autonomous Region in Muslim Mindanao (BARMM),24.790000000000003,2022, Quarter 1,0.14666666666666664
2890,Seaweed,National Capital Region (NCR),119904.28999999998,2022, Quarter 1,12680.246666666666
2891,Seaweed,Cordillera Administrative Region (CAR),737121.2366666667,2022, Quarter 1,98983.37333333334
2892,Seaweed,Region I (Ilocos Region),33.41,2022, Quarter 1,0.84
2893,Seaweed,Region II (Cagayan Valley),65.51,2022, Quarter 1,6.24
2894,Seaweed,Region III (Central Luzon),7110.86,2022, Quarter 1,888.86
2895,Seaweed,Region IV-A (CALABARZON),7552.44,2022, Quarter 1,831.36
2896,Seaweed,MIMAROPA Region,355553.35,2022, Quarter 1,38027.11
2897,Seaweed,Region V (Bicol Region),34372.49,2022, Quarter 1,2277.07
2898,Seaweed,Region VI (Western Visayas),87195.13,2022, Quarter 1,12177.05
2899,Seaweed,Region VII (Central Visayas),50197.96,2022, Quarter 1,5861.75
2900,Seaweed,Region VIII (Eastern Visayas),3379.7,2022, Quarter 1,106.33
2901,Seaweed,Region IX (Zamboanga Peninsula),497145.8,2022, Quarter 1,48636.38
2902,Seaweed,Region X (Nothern Mindanao),20627.5,2022, Quarter 1,1690.87
2903,Seaweed,Region XI (Davao Region),14620.89,2022, Quarter 1,829.99
2904,Seaweed,Region XII (SOCCSKSARGEN),258.38,2022, Quarter 1,19.92
2905,Seaweed,Region XIII (Caraga),2796.98,2022, Quarter 1,227.68
2906,Seaweed,Bangsamoro Autonomous Region in Muslim Mindanao (BARMM),1848972.76,2022, Quarter 1,258902.08
2907,Milkfish,National Capital Region (NCR),2919.7,2022, Quarter 2,24.86
2908,Milkfish,Cordillera Administrative Region (CAR),40609.28,2022, Quarter 2,348.6700000000001
2909,Milkfish,Region I (Ilocos Region),2907813.21,2022, Quarter 2,23704.03
2910,Milkfish,Region II (Cagayan Valley),80181.36,2022, Quarter 2,555.35
2911,Milkfish,Region III (Central Luzon),3874025.62,2022, Quarter 2,34372.74
2912,Milkfish,Region IV-A (CALABARZON),1002145.4,2022, Quarter 2,9076.68
2913,Milkfish,MIMAROPA Region,46478.86,2022, Quarter 2,352.47
2914,Milkfish,Region V (Bicol Region),113105.0,2022, Quarter 2,974.56
2915,Milkfish,Region VI (Western Visayas),2374057.58,2022, Quarter 2,20217.83
2916,Milkfish,Region VII (Central Visayas),50242.04,2022, Quarter 2,397.87
2917,Milkfish,Region VIII (Eastern Visayas),16509.15,2022, Quarter 2,108.52
2918,Milkfish,Region IX (Zamboanga Peninsula),117225.28,2022, Quarter 2,1203.37
2919,Milkfish,Region X (Nothern Mindanao),382469.1,2022, Quarter 2,3022.93
2920,Milkfish,Region XI (Davao Region),656657.72,2022, Quarter 2,4679.98
2921,Milkfish,Region XII (SOCCSKSARGEN),39551.66,2022, Quarter 2,300.83
2922,Milkfish,Region XIII (Caraga),145031.14,2022, Quarter 2,1086.98
2923,Milkfish,Bangsamoro Autonomous Region in Muslim Mindanao (BARMM),72567.36,2022, Quarter 2,685.85
2924,Tilapia,National Capital Region (NCR),3586.39,2022, Quarter 2,80.41
2925,Tilapia,Cordillera Administrative Region (CAR),89968.46,2022, Quarter 2,844.26
2926,Tilapia,Region I (Ilocos Region),826290.09,2022, Quarter 2,10184.46
2927,Tilapia,Region II (Cagayan Valley),346772.07,2022, Quarter 2,3538.17
2928,Tilapia,Region III (Central Luzon),3164219.38,2022, Quarter 2,37532.04
2929,Tilapia,Region IV-A (CALABARZON),911537.97,2022, Quarter 2,11991.47
2930,Tilapia,MIMAROPA Region,10025.03,2022, Quarter 2,90.33
2931,Tilapia,Region V (Bicol Region),72564.5,2022, Quarter 2,896.52
2932,Tilapia,Region VI (Western Visayas),72315.4,2022, Quarter 2,974.69
2933,Tilapia,Region VII (Central Visayas),14110.49,2022, Quarter 2,108.12
2934,Tilapia,Region VIII (Eastern Visayas),11180.14,2022, Quarter 2,74.44
2935,Tilapia,Region IX (Zamboanga Peninsula),8767.84,2022, Quarter 2,95.69
2936,Tilapia,Region X (Nothern Mindanao),259291.02,2022, Quarter 2,1895.66
2937,Tilapia,Region XI (Davao Region),28777.78,2022, Quarter 2,253.95
2938,Tilapia,Region XII (SOCCSKSARGEN),212844.14,2022, Quarter 2,1813.63
2939,Tilapia,Region XIII (Caraga),14167.11,2022, Quarter 2,121.35
2940,Tilapia,Bangsamoro Autonomous Region in Muslim Mindanao (BARMM),94300.67,2022, Quarter 2,901.21
2941,Tiger Prawn,National Capital Region (NCR),57830.29,2022, Quarter 2,156.37666666666667
2942,Tiger Prawn,Cordillera Administrative Region (CAR),43154.090000000004,2022, Quarter 2,334.07
2943,Tiger Prawn,Region I (Ilocos Region),164891.12,2022, Quarter 2,375.45
2944,Tiger Prawn,Region II (Cagayan Valley),12720.82,2022, Quarter 2,27.8
2945,Tiger Prawn,Region III (Central Luzon),4786840.32,2022, Quarter 2,7433.22
2946,Tiger Prawn,Region IV-A (CALABARZON),10308.15,2022, Quarter 2,25.75
2947,Tiger Prawn,MIMAROPA Region,5013.36,2022, Quarter 2,13.27
2948,Tiger Prawn,Region V (Bicol Region),12481.83,2022, Quarter 2,35.84
2949,Tiger Prawn,Region VI (Western Visayas),56414.98,2022, Quarter 2,186.4
2950,Tiger Prawn,Region VII (Central Visayas),29962.420000000002,2022, Quarter 2,120.03666666666668
2951,Tiger Prawn,Region VIII (Eastern Visayas),19361.79,2022, Quarter 2,65.59
2952,Tiger Prawn,Region IX (Zamboanga Peninsula),87626.57,2022, Quarter 2,199.37
2953,Tiger Prawn,Region X (Nothern Mindanao),36635.64,2022, Quarter 2,110.44
2954,Tiger Prawn,Region XI (Davao Region),233.27,2022, Quarter 2,0.74
2955,Tiger Prawn,Region XII (SOCCSKSARGEN),417.67,2022, Quarter 2,0.87
2956,Tiger Prawn,Region XIII (Caraga),11214.82,2022, Quarter 2,31.61
2957,Tiger Prawn,Bangsamoro Autonomous Region in Muslim Mindanao (BARMM),34480.45,2022, Quarter 2,144.68
2958,Mudcrab,National Capital Region (NCR),2297.5533333333333,2022, Quarter 2,11.949999999999998
2959,Mudcrab,Cordillera Administrative Region (CAR),9608.339999999998,2022, Quarter 2,39.056666666666665
2960,Mudcrab,Region I (Ilocos Region),1191.34,2022, Quarter 2,3.3
2961,Mudcrab,Region II (Cagayan Valley),7734.76,2022, Quarter 2,21.67
2962,Mudcrab,Region III (Central Luzon),1204859.08,2022, Quarter 2,2047.23
2963,Mudcrab,Region IV-A (CALABARZON),44074.79,2022, Quarter 2,103.98
2964,Mudcrab,MIMAROPA Region,2781.62,2022, Quarter 2,7.69
2965,Mudcrab,Region V (Bicol Region),20007.57,2022, Quarter 2,48.96
2966,Mudcrab,Region VI (Western Visayas),35542.3,2022, Quarter 2,104.01
2967,Mudcrab,Region VII (Central Visayas),29441.416666666668,2022, Quarter 2,134.60666666666665
2968,Mudcrab,Region VIII (Eastern Visayas),2539.91,2022, Quarter 2,5.16
2969,Mudcrab,Region IX (Zamboanga Peninsula),150068.61,2022, Quarter 2,291.31
2970,Mudcrab,Region X (Nothern Mindanao),237744.75,2022, Quarter 2,777.75
2971,Mudcrab,Region XI (Davao Region),2402.02,2022, Quarter 2,5.14
2972,Mudcrab,Region XII (SOCCSKSARGEN),612.56,2022, Quarter 2,1.04
2973,Mudcrab,Region XIII (Caraga),36650.6,2022, Quarter 2,56.02
2974,Mudcrab,Bangsamoro Autonomous Region in Muslim Mindanao (BARMM),26006.42,2022, Quarter 2,109.11
2975,Endeavor Prawn,National Capital Region (NCR),5713.169999999999,2022, Quarter 2,42.949999999999996
2976,Endeavor Prawn,Cordillera Administrative Region (CAR),478.6066666666666,2022, Quarter 2,156.95666666666668
2977,Endeavor Prawn,Region I (Ilocos Region),1075.38,2022, Quarter 2,3.58
2978,Endeavor Prawn,Region II (Cagayan Valley),3556.75,2022, Quarter 2,12.76
2979,Endeavor Prawn,Region III (Central Luzon),166.07,2022, Quarter 2,0.54
2980,Endeavor Prawn,Region IV-A (CALABARZON),299.53,2022, Quarter 2,2.75
2981,Endeavor Prawn,MIMAROPA Region,1149.56,2022, Quarter 2,3.0
2982,Endeavor Prawn,Region V (Bicol Region),1363.39,2022, Quarter 2,4.58
2983,Endeavor Prawn,Region VI (Western Visayas),2726.64,2022, Quarter 2,17.57
2984,Endeavor Prawn,Region VII (Central Visayas),1045.3233333333333,2022, Quarter 2,7.493333333333333
2985,Endeavor Prawn,Region VIII (Eastern Visayas),262.2633333333333,2022, Quarter 2,1.6166666666666665
2986,Endeavor Prawn,Region IX (Zamboanga Peninsula),42.23,2022, Quarter 2,0.42
2987,Endeavor Prawn,Region X (Nothern Mindanao),473.25,2022, Quarter 2,3.16
2988,Endeavor Prawn,Region XI (Davao Region),6.0,2022, Quarter 2,0.03
2989,Endeavor Prawn,Region XII (SOCCSKSARGEN),4767.293333333334,2022, Quarter 2,31.69333333333334
2990,Endeavor Prawn,Region XIII (Caraga),2396.38,2022, Quarter 2,4.79
2991,Endeavor Prawn,Bangsamoro Autonomous Region in Muslim Mindanao (BARMM),19827.693333333333,2022, Quarter 2,156.95666666666668
2992,White Shrimp,National Capital Region (NCR),1033.62,2022, Quarter 2,1.72
2993,White Shrimp,Cordillera Administrative Region (CAR),61954.670000000006,2022, Quarter 2,569.4066666666666
2994,White Shrimp,Region I (Ilocos Region),727.02,2022, Quarter 2,2.56
2995,White Shrimp,Region II (Cagayan Valley),1461.19,2022, Quarter 2,14.25
2996,White Shrimp,Region III (Central Luzon),5835.1,2022, Quarter 2,15.16
2997,White Shrimp,Region IV-A (CALABARZON),451.4,2022, Quarter 2,1.66
2998,White Shrimp,MIMAROPA Region,5430.43,2022, Quarter 2,16.31
2999,White Shrimp,Region V (Bicol Region),8111.37,2022, Quarter 2,38.81
3000,White Shrimp,Region VI (Western Visayas),619.46,2022, Quarter 2,2.99
3001,White Shrimp,Region VII (Central Visayas),7.5,2022, Quarter 2,0.05
3002,White Shrimp,Region VIII (Eastern Visayas),3149.26,2022, Quarter 2,22.49
3003,White Shrimp,Region IX (Zamboanga Peninsula),2073.71,2022, Quarter 2,17.72
3004,White Shrimp,Region X (Nothern Mindanao),611.63,2022, Quarter 2,5.08
3005,White Shrimp,Region XI (Davao Region),11.14,2022, Quarter 2,0.07
3006,White Shrimp,Region XII (SOCCSKSARGEN),146.97,2022, Quarter 2,1.06
3007,White Shrimp,Region XIII (Caraga),518.27,2022, Quarter 2,2.1
3008,White Shrimp,Bangsamoro Autonomous Region in Muslim Mindanao (BARMM),1063703.2766666666,2022, Quarter 2,98391.26666666668
3009,Grouper,National Capital Region (NCR),162934.36666666667,2022, Quarter 2,278.3433333333333
3010,Grouper,Cordillera Administrative Region (CAR),39747.823333333334,2022, Quarter 2,346.28000000000003
3011,Grouper,Region I (Ilocos Region),485686.15,2022, Quarter 2,809.65
3012,Grouper,Region II (Cagayan Valley),23.5,2022, Quarter 2,0.05
3013,Grouper,Region III (Central Luzon),1291997.98,2022, Quarter 2,11461.04
3014,Grouper,Region IV-A (CALABARZON),1944.82,2022, Quarter 2,10.33
3015,Grouper,MIMAROPA Region,197.25,2022, Quarter 2,0.52
3016,Grouper,Region V (Bicol Region),5090.73,2022, Quarter 2,10.1
3017,Grouper,Region VI (Western Visayas),1475.3,2022, Quarter 2,3.45
3018,Grouper,Region VII (Central Visayas),14.42,2022, Quarter 2,0.08
3019,Grouper,Region VIII (Eastern Visayas),774.74,2022, Quarter 2,1.82
3020,Grouper,Region IX (Zamboanga Peninsula),593.2,2022, Quarter 2,1.19
3021,Grouper,Region X (Nothern Mindanao),133250.99666666667,2022, Quarter 2,1044.4233333333334
3022,Grouper,Region XI (Davao Region),359559.49333333335,2022, Quarter 2,2567.7099999999996
3023,Grouper,Region XII (SOCCSKSARGEN),13296.720000000001,2022, Quarter 2,100.43666666666667
3024,Grouper,Region XIII (Caraga),319.8,2022, Quarter 2,0.26
3025,Grouper,Bangsamoro Autonomous Region in Muslim Mindanao (BARMM),32923.676666666666,2022, Quarter 2,265.16
3026,Siganid,National Capital Region (NCR),179637.77666666664,2022, Quarter 2,10004.960000000001
3027,Siganid,Cordillera Administrative Region (CAR),1078992.45,2022, Quarter 2,107020.27333333332
3028,Siganid,Region I (Ilocos Region),17185.33,2022, Quarter 2,54.47
3029,Siganid,Region II (Cagayan Valley),17307.96,2022, Quarter 2,57.23
3030,Siganid,Region III (Central Luzon),5.35,2022, Quarter 2,0.02
3031,Siganid,Region IV-A (CALABARZON),1387.62,2022, Quarter 2,9.25
3032,Siganid,MIMAROPA Region,37.08,2022, Quarter 2,0.3
3033,Siganid,Region V (Bicol Region),14.24,2022, Quarter 2,0.14
3034,Siganid,Region VI (Western Visayas),34.13,2022, Quarter 2,0.3
3035,Siganid,Region VII (Central Visayas),8254.523333333333,2022, Quarter 2,831.82
3036,Siganid,Region VIII (Eastern Visayas),36.75,2022, Quarter 2,0.18
3037,Siganid,Region IX (Zamboanga Peninsula),50.4,2022, Quarter 2,0.2
3038,Siganid,Region X (Nothern Mindanao),15160.616666666667,2022, Quarter 2,706.5999999999999
3039,Siganid,Region XI (Davao Region),426.31,2022, Quarter 2,2.58
3040,Siganid,Region XII (SOCCSKSARGEN),324.13666666666666,2022, Quarter 2,5.273333333333333
3041,Siganid,Region XIII (Caraga),401.7,2022, Quarter 2,1.48
3042,Siganid,Bangsamoro Autonomous Region in Muslim Mindanao (BARMM),916588.9600000001,2022, Quarter 2,97081.79666666665
3043,P. Vannamei,National Capital Region (NCR),115392.99333333333,2022, Quarter 2,352.55333333333334
3044,P. Vannamei,Cordillera Administrative Region (CAR),1080934.5066666666,2022, Quarter 2,107025.99666666666
3045,P. Vannamei,Region I (Ilocos Region),337326.69,2022, Quarter 2,995.32
3046,P. Vannamei,Region II (Cagayan Valley),402124.87,2022, Quarter 2,1052.41
3047,P. Vannamei,Region III (Central Luzon),420830.17,2022, Quarter 2,1355.73
3048,P. Vannamei,Region IV-A (CALABARZON),64756.92,2022, Quarter 2,198.18
3049,P. Vannamei,MIMAROPA Region,5863.25,2022, Quarter 2,17.47
3050,P. Vannamei,Region V (Bicol Region),1264.3,2022, Quarter 2,3.66
3051,P. Vannamei,Region VI (Western Visayas),495479.04,2022, Quarter 2,2098.43
3052,P. Vannamei,Region VII (Central Visayas),241685.67,2022, Quarter 2,888.82
3053,P. Vannamei,Region VIII (Eastern Visayas),84.35,2022, Quarter 2,0.34
3054,P. Vannamei,Region IX (Zamboanga Peninsula),22996.966666666664,2022, Quarter 2,115.75999999999999
3055,P. Vannamei,Region X (Nothern Mindanao),394.62,2022, Quarter 2,1.32
3056,P. Vannamei,Region XI (Davao Region),80334.32,2022, Quarter 2,299.85
3057,P. Vannamei,Region XII (SOCCSKSARGEN),577794.17,2022, Quarter 2,2474.01
3058,P. Vannamei,Region XIII (Caraga),67301.79,2022, Quarter 2,238.12
3059,P. Vannamei,Bangsamoro Autonomous Region in Muslim Mindanao (BARMM),908998.7833333333,2022, Quarter 2,97045.58999999998
3060,Spiny Lobster,National Capital Region (NCR),62363.27,2022, Quarter 2,147.73
3061,Spiny Lobster,Cordillera Administrative Region (CAR),13176.963333333333,2022, Quarter 2,52.75000000000001
3062,Spiny Lobster,Region I (Ilocos Region),64932.42333333334,2022, Quarter 2,162.38333333333333
3063,Spiny Lobster,Region II (Cagayan Valley),64973.299999999996,2022, Quarter 2,153.49333333333334
3064,Spiny Lobster,Region III (Central Luzon),1599855.4966666668,2022, Quarter 2,2486.3300000000004
3065,Spiny Lobster,Region IV-A (CALABARZON),1599512.03,2022, Quarter 2,2489.4066666666668
3066,Spiny Lobster,MIMAROPA Region,5025.156666666667,2022, Quarter 2,9991.226666666667
3067,Spiny Lobster,Region V (Bicol Region),4272.46,2022, Quarter 2,12.040000000000001
3068,Spiny Lobster,Region VI (Western Visayas),321.31,2022, Quarter 2,0.14
3069,Spiny Lobster,Region VII (Central Visayas),18912.363333333335,2022, Quarter 2,0.14666666666666667
3070,Spiny Lobster,Region VIII (Eastern Visayas),0.8,2022, Quarter 2,0.0
3071,Spiny Lobster,Region IX (Zamboanga Peninsula),32661.706666666665,2022, Quarter 2,75.10666666666667
3072,Spiny Lobster,Region X (Nothern Mindanao),18666.076666666668,2022, Quarter 2,37.059999999999995
3073,Spiny Lobster,Region XI (Davao Region),12431.74,2022, Quarter 2,1.3966666666666667
3074,Spiny Lobster,Region XII (SOCCSKSARGEN),5919.076666666667,2022, Quarter 2,3.186666666666667
3075,Spiny Lobster,Region XIII (Caraga),17106.29,2022, Quarter 2,7.95
3076,Spiny Lobster,Bangsamoro Autonomous Region in Muslim Mindanao (BARMM),948010.1566666667,2022, Quarter 2,97382.09999999999
3077,Carp,National Capital Region (NCR),5025.49,2022, Quarter 2,41.526666666666664
3078,Carp,Cordillera Administrative Region (CAR),173.57,2022, Quarter 2,0.92
3079,Carp,Region I (Ilocos Region),129.23,2022, Quarter 2,2.02
3080,Carp,Region II (Cagayan Valley),288.07,2022, Quarter 2,3.58
3081,Carp,Region III (Central Luzon),298.24,2022, Quarter 2,8.03
3082,Carp,Region IV-A (CALABARZON),187951.24,2022, Quarter 2,7009.44
3083,Carp,MIMAROPA Region,153.27666666666667,2022, Quarter 2,1.0966666666666667
3084,Carp,Region V (Bicol Region),5223.65,2022, Quarter 2,92.78
3085,Carp,Region VI (Western Visayas),78.57,2022, Quarter 2,0.56
3086,Carp,Region VII (Central Visayas),37.73,2022, Quarter 2,0.31
3087,Carp,Region VIII (Eastern Visayas),922.4333333333334,2022, Quarter 2,4.44
3088,Carp,Region IX (Zamboanga Peninsula),64621.72666666666,2022, Quarter 2,2370.933333333333
3089,Carp,Region X (Nothern Mindanao),2422.75,2022, Quarter 2,11.35
3090,Carp,Region XI (Davao Region),13.94,2022, Quarter 2,0.11
3091,Carp,Region XII (SOCCSKSARGEN),202.03,2022, Quarter 2,1.7
3092,Carp,Region XIII (Caraga),3.6,2022, Quarter 2,0.02
3093,Carp,Bangsamoro Autonomous Region in Muslim Mindanao (BARMM),272.77,2022, Quarter 2,2.37
3094,Catfish,National Capital Region (NCR),5340.873333333333,2022, Quarter 2,41.85333333333333
3095,Catfish,Cordillera Administrative Region (CAR),253.59,2022, Quarter 2,2.08
3096,Catfish,Region I (Ilocos Region),14914.57,2022, Quarter 2,122.27
3097,Catfish,Region II (Cagayan Valley),3259.77,2022, Quarter 2,33.51
3098,Catfish,Region III (Central Luzon),94716.9,2022, Quarter 2,1082.98
3099,Catfish,Region IV-A (CALABARZON),690.29,2022, Quarter 2,7.29
3100,Catfish,MIMAROPA Region,32.67,2022, Quarter 2,0.29
3101,Catfish,Region V (Bicol Region),1239.73,2022, Quarter 2,10.58
3102,Catfish,Region VI (Western Visayas),15805.05,2022, Quarter 2,106.08
3103,Catfish,Region VII (Central Visayas),408.09,2022, Quarter 2,3.25
3104,Catfish,Region VIII (Eastern Visayas),306.82,2022, Quarter 2,1.66
3105,Catfish,Region IX (Zamboanga Peninsula),657.4166666666666,2022, Quarter 2,6.096666666666667
3106,Catfish,Region X (Nothern Mindanao),785.74,2022, Quarter 2,6.53
3107,Catfish,Region XI (Davao Region),23220.4,2022, Quarter 2,212.22
3108,Catfish,Region XII (SOCCSKSARGEN),11899.5,2022, Quarter 2,90.15
3109,Catfish,Region XIII (Caraga),30.28,2022, Quarter 2,0.13
3110,Catfish,Bangsamoro Autonomous Region in Muslim Mindanao (BARMM),58079.93,2022, Quarter 2,465.79
3111,Gourami,National Capital Region (NCR),161895.69666666668,2022, Quarter 2,0.18000000000000002
