,Species,Geolocation,Year-Quarter,Volume,Value
3814,..Mudcrab,..MIMAROPA Region,2022 Quarter 4,22.80,8976.30
3815,..Mudcrab,..Region V (Bicol Region),2022 Quarter 4,57.40,27777.05
3816,..Mudcrab,..Region VI (Western Visayas),2022 Quarter 4,1267.80,426896.45
3817,..Mudcrab,..Region VII (Central Visayas),2022 Quarter 4,0.03,6.95
3818,..Mudcrab,..Region VIII (Eastern Visayas),2022 Quarter 4,13.67,6872.15
3819,..Mudcrab,..Region IX (Zamboanga Peninsula),2022 Quarter 4,180.74,101808.23
3820,..Mudcrab,..Region X (Nothern Mindanao),2022 Quarter 4,743.73,309492.24
3821,..Mudcrab,..Region XI (Davao Region),2022 Quarter 4,3.80,1660.20
3822,..Mudcrab,..Region XII (SOCCSKSARGEN),2022 Quarter 4,1.00,600.18
3823,..Mudcrab,..Region XIII (Caraga),2022 Quarter 4,120.89,68466.47
3824,..Mudcrab,..Bangsamoro Autonomous Region in Muslim Mindanao (BARMM),2022 Quarter 4,258.95,91895.22
3825,..Endeavor Prawn,..National Capital Region (NCR),2022 Quarter 4,..,..
3826,..Endeavor Prawn,..Cordillera Administrative Region (CAR),2022 Quarter 4,..,..
3827,..Endeavor Prawn,..Region I (Ilocos Region),2022 Quarter 4,0.15,54.95
3828,..Endeavor Prawn,..Region II (Cagayan Valley),2022 Quarter 4,2.50,712.50
3829,..Endeavor Prawn,..Region III (Central Luzon),2022 Quarter 4,22.06,6323.10
3830,..Endeavor Prawn,..Region IV-A (CALABARZON),2022 Quarter 4,2.73,682.70
3831,..Endeavor Prawn,..MIMAROPA Region,2022 Quarter 4,3.33,847.90
3832,..Endeavor Prawn,..Region V (Bicol Region),2022 Quarter 4,3.93,941.12
3833,..Endeavor Prawn,..Region VI (Western Visayas),2022 Quarter 4,90.67,13558.57
3834,..Endeavor Prawn,..Region VII (Central Visayas),2022 Quarter 4,..,..
3835,..Endeavor Prawn,..Region VIII (Eastern Visayas),2022 Quarter 4,..,..
3836,..Endeavor Prawn,..Region IX (Zamboanga Peninsula),2022 Quarter 4,..,..
3837,..Endeavor Prawn,..Region X (Nothern Mindanao),2022 Quarter 4,4.97,1402.52
3838,..Endeavor Prawn,..Region XI (Davao Region),2022 Quarter 4,0.12,31.10
3839,..Endeavor Prawn,..Region XII (SOCCSKSARGEN),2022 Quarter 4,..,..
3840,..Endeavor Prawn,..Region XIII (Caraga),2022 Quarter 4,0.34,94.50
3841,..Endeavor Prawn,..Bangsamoro Autonomous Region in Muslim Mindanao (BARMM),2022 Quarter 4,..,..
3842,..White Shrimp,..National Capital Region (NCR),2022 Quarter 4,..,..
3843,..White Shrimp,..Cordillera Administrative Region (CAR),2022 Quarter 4,..,..
3844,..White Shrimp,..Region I (Ilocos Region),2022 Quarter 4,2.79,752.19
3845,..White Shrimp,..Region II (Cagayan Valley),2022 Quarter 4,2.53,459.14
3846,..White Shrimp,..Region III (Central Luzon),2022 Quarter 4,15.32,5274.07
3847,..White Shrimp,..Region IV-A (CALABARZON),2022 Quarter 4,1.43,376.09
3848,..White Shrimp,..MIMAROPA Region,2022 Quarter 4,0.63,195.41
3849,..White Shrimp,..Region V (Bicol Region),2022 Quarter 4,7.90,1532.87
3850,..White Shrimp,..Region VI (Western Visayas),2022 Quarter 4,5.94,1200.26
3851,..White Shrimp,..Region VII (Central Visayas),2022 Quarter 4,0.57,135.28
3852,..White Shrimp,..Region VIII (Eastern Visayas),2022 Quarter 4,11.84,2270.68
3853,..White Shrimp,..Region IX (Zamboanga Peninsula),2022 Quarter 4,25.54,6274.50
3854,..White Shrimp,..Region X (Nothern Mindanao),2022 Quarter 4,5.40,1348.88
3855,..White Shrimp,..Region XI (Davao Region),2022 Quarter 4,0.09,16.35
3856,..White Shrimp,..Region XII (SOCCSKSARGEN),2022 Quarter 4,..,..
3857,..White Shrimp,..Region XIII (Caraga),2022 Quarter 4,1.24,237.11
3858,..White Shrimp,..Bangsamoro Autonomous Region in Muslim Mindanao (BARMM),2022 Quarter 4,..,..
3859,..Grouper,..National Capital Region (NCR),2022 Quarter 4,..,..
3860,..Grouper,..Cordillera Administrative Region (CAR),2022 Quarter 4,..,..
3861,..Grouper,..Region I (Ilocos Region),2022 Quarter 4,1.71,684.16
3862,..Grouper,..Region II (Cagayan Valley),2022 Quarter 4,0.04,18.68
3863,..Grouper,..Region III (Central Luzon),2022 Quarter 4,..,..
3864,..Grouper,..Region IV-A (CALABARZON),2022 Quarter 4,90.89,61738.23
3865,..Grouper,..MIMAROPA Region,2022 Quarter 4,46.66,10051.81
3866,..Grouper,..Region V (Bicol Region),2022 Quarter 4,63.66,48183.53
3867,..Grouper,..Region VI (Western Visayas),2022 Quarter 4,12.27,5339.86
3868,..Grouper,..Region VII (Central Visayas),2022 Quarter 4,0.07,35.15
3869,..Grouper,..Region VIII (Eastern Visayas),2022 Quarter 4,17.35,6961.07
3870,..Grouper,..Region IX (Zamboanga Peninsula),2022 Quarter 4,..,..
3871,..Grouper,..Region X (Nothern Mindanao),2022 Quarter 4,..,..
3872,..Grouper,..Region XI (Davao Region),2022 Quarter 4,322.42,99950.20
3873,..Grouper,..Region XII (SOCCSKSARGEN),2022 Quarter 4,..,..
3874,..Grouper,..Region XIII (Caraga),2022 Quarter 4,1.08,216.82
3875,..Grouper,..Bangsamoro Autonomous Region in Muslim Mindanao (BARMM),2022 Quarter 4,..,..
3876,..Siganid,..National Capital Region (NCR),2022 Quarter 4,..,..
3877,..Siganid,..Cordillera Administrative Region (CAR),2022 Quarter 4,..,..
3878,..Siganid,..Region I (Ilocos Region),2022 Quarter 4,18.19,6619.95
3879,..Siganid,..Region II (Cagayan Valley),2022 Quarter 4,0.22,65.39
3880,..Siganid,..Region III (Central Luzon),2022 Quarter 4,0.05,6.59
3881,..Siganid,..Region IV-A (CALABARZON),2022 Quarter 4,3.41,513.61
3882,..Siganid,..MIMAROPA Region,2022 Quarter 4,0.72,166.84
3883,..Siganid,..Region V (Bicol Region),2022 Quarter 4,2.09,413.78
3884,..Siganid,..Region VI (Western Visayas),2022 Quarter 4,..,..
3885,..Siganid,..Region VII (Central Visayas),2022 Quarter 4,0.00,1.23
3886,..Siganid,..Region VIII (Eastern Visayas),2022 Quarter 4,1.18,207.40
3887,..Siganid,..Region IX (Zamboanga Peninsula),2022 Quarter 4,..,..
3888,..Siganid,..Region X (Nothern Mindanao),2022 Quarter 4,..,..
3889,..Siganid,..Region XI (Davao Region),2022 Quarter 4,0.01,3.15
3890,..Siganid,..Region XII (SOCCSKSARGEN),2022 Quarter 4,..,..
3891,..Siganid,..Region XIII (Caraga),2022 Quarter 4,0.20,35.60
3892,..Siganid,..Bangsamoro Autonomous Region in Muslim Mindanao (BARMM),2022 Quarter 4,..,..
3893,..P. Vannamei,..National Capital Region (NCR),2022 Quarter 4,..,..
3894,..P. Vannamei,..Cordillera Administrative Region (CAR),2022 Quarter 4,..,..
3895,..P. Vannamei,..Region I (Ilocos Region),2022 Quarter 4,110.35,35903.49
3896,..P. Vannamei,..Region II (Cagayan Valley),2022 Quarter 4,971.18,369048.40
3897,..P. Vannamei,..Region III (Central Luzon),2022 Quarter 4,500.08,189055.63
3898,..P. Vannamei,..Region IV-A (CALABARZON),2022 Quarter 4,2691.70,897268.26
3899,..P. Vannamei,..MIMAROPA Region,2022 Quarter 4,131.17,41043.29
3900,..P. Vannamei,..Region V (Bicol Region),2022 Quarter 4,1454.37,265979.37
3901,..P. Vannamei,..Region VI (Western Visayas),2022 Quarter 4,2307.98,584192.01
3902,..P. Vannamei,..Region VII (Central Visayas),2022 Quarter 4,1481.47,407652.25
3903,..P. Vannamei,..Region VIII (Eastern Visayas),2022 Quarter 4,..,..
3904,..P. Vannamei,..Region IX (Zamboanga Peninsula),2022 Quarter 4,0.01,0.20
3905,..P. Vannamei,..Region X (Nothern Mindanao),2022 Quarter 4,0.15,43.99
3906,..P. Vannamei,..Region XI (Davao Region),2022 Quarter 4,413.26,92623.50
3907,..P. Vannamei,..Region XII (SOCCSKSARGEN),2022 Quarter 4,2336.30,484840.24
3908,..P. Vannamei,..Region XIII (Caraga),2022 Quarter 4,205.12,59634.71
3909,..P. Vannamei,..Bangsamoro Autonomous Region in Muslim Mindanao (BARMM),2022 Quarter 4,..,..
3910,..Spiny Lobster,..National Capital Region (NCR),2022 Quarter 4,..,..
3911,..Spiny Lobster,..Cordillera Administrative Region (CAR),2022 Quarter 4,..,..
3912,..Spiny Lobster,..Region I (Ilocos Region),2022 Quarter 4,..,..
3913,..Spiny Lobster,..Region II (Cagayan Valley),2022 Quarter 4,..,..
3914,..Spiny Lobster,..Region III (Central Luzon),2022 Quarter 4,..,..
3915,..Spiny Lobster,..Region IV-A (CALABARZON),2022 Quarter 4,..,..
3916,..Spiny Lobster,..MIMAROPA Region,2022 Quarter 4,..,..
3917,..Spiny Lobster,..Region V (Bicol Region),2022 Quarter 4,..,..
3918,..Spiny Lobster,..Region VI (Western Visayas),2022 Quarter 4,1.15,2297.00
3919,..Spiny Lobster,..Region VII (Central Visayas),2022 Quarter 4,..,..
3920,..Spiny Lobster,..Region VIII (Eastern Visayas),2022 Quarter 4,..,..
3921,..Spiny Lobster,..Region IX (Zamboanga Peninsula),2022 Quarter 4,..,..
3922,..Spiny Lobster,..Region X (Nothern Mindanao),2022 Quarter 4,..,..
3923,..Spiny Lobster,..Region XI (Davao Region),2022 Quarter 4,..,..
3924,..Spiny Lobster,..Region XII (SOCCSKSARGEN),2022 Quarter 4,..,..
3925,..Spiny Lobster,..Region XIII (Caraga),2022 Quarter 4,14.32,28597.49
3926,..Spiny Lobster,..Bangsamoro Autonomous Region in Muslim Mindanao (BARMM),2022 Quarter 4,..,..
3927,..Carp,..National Capital Region (NCR),2022 Quarter 4,13.69,361.82
3928,..Carp,..Cordillera Administrative Region (CAR),2022 Quarter 4,8.93,961.96
3929,..Carp,..Region I (Ilocos Region),2022 Quarter 4,0.08,10.95
3930,..Carp,..Region II (Cagayan Valley),2022 Quarter 4,3.41,291.00
3931,..Carp,..Region III (Central Luzon),2022 Quarter 4,95.27,6192.46
3932,..Carp,..Region IV-A (CALABARZON),2022 Quarter 4,1210.00,30478.73
3933,..Carp,..MIMAROPA Region,2022 Quarter 4,0.01,0.41
3934,..Carp,..Region V (Bicol Region),2022 Quarter 4,80.61,4009.19
3935,..Carp,..Region VI (Western Visayas),2022 Quarter 4,0.23,12.94
3936,..Carp,..Region VII (Central Visayas),2022 Quarter 4,0.29,39.14
3937,..Carp,..Region VIII (Eastern Visayas),2022 Quarter 4,0.63,99.84
3938,..Carp,..Region IX (Zamboanga Peninsula),2022 Quarter 4,0.07,13.82
3939,..Carp,..Region X (Nothern Mindanao),2022 Quarter 4,13.28,2648.88
3940,..Carp,..Region XI (Davao Region),2022 Quarter 4,3.25,396.93
3941,..Carp,..Region XII (SOCCSKSARGEN),2022 Quarter 4,1.15,160.64
3942,..Carp,..Region XIII (Caraga),2022 Quarter 4,0.54,84.99
3943,..Carp,..Bangsamoro Autonomous Region in Muslim Mindanao (BARMM),2022 Quarter 4,6.23,933.90
3944,..Catfish,..National Capital Region (NCR),2022 Quarter 4,..,..
3945,..Catfish,..Cordillera Administrative Region (CAR),2022 Quarter 4,1.84,212.20
3946,..Catfish,..Region I (Ilocos Region),2022 Quarter 4,4.52,585.34
3947,..Catfish,..Region II (Cagayan Valley),2022 Quarter 4,40.61,4023.39
3948,..Catfish,..Region III (Central Luzon),2022 Quarter 4,1737.24,155485.98
3949,..Catfish,..Region IV-A (CALABARZON),2022 Quarter 4,7.33,760.06
3950,..Catfish,..MIMAROPA Region,2022 Quarter 4,12.18,2192.70
3951,..Catfish,..Region V (Bicol Region),2022 Quarter 4,7.47,1079.67
3952,..Catfish,..Region VI (Western Visayas),2022 Quarter 4,181.08,22305.13
3953,..Catfish,..Region VII (Central Visayas),2022 Quarter 4,2.54,342.12
3954,..Catfish,..Region VIII (Eastern Visayas),2022 Quarter 4,1.80,396.98
3955,..Catfish,..Region IX (Zamboanga Peninsula),2022 Quarter 4,4.00,1349.76
3956,..Catfish,..Region X (Nothern Mindanao),2022 Quarter 4,1.82,317.87
3957,..Catfish,..Region XI (Davao Region),2022 Quarter 4,398.11,45911.57
3958,..Catfish,..Region XII (SOCCSKSARGEN),2022 Quarter 4,38.15,5627.06
3959,..Catfish,..Region XIII (Caraga),2022 Quarter 4,0.04,4.42
3960,..Catfish,..Bangsamoro Autonomous Region in Muslim Mindanao (BARMM),2022 Quarter 4,550.51,67471.06
3961,..Gourami,..National Capital Region (NCR),2022 Quarter 4,..,..
3962,..Gourami,..Cordillera Administrative Region (CAR),2022 Quarter 4,0.03,3.70
3963,..Gourami,..Region I (Ilocos Region),2022 Quarter 4,0.54,30.53
3964,..Gourami,..Region II (Cagayan Valley),2022 Quarter 4,0.01,1.45
3965,..Gourami,..Region III (Central Luzon),2022 Quarter 4,6.78,392.73
3966,..Gourami,..Region IV-A (CALABARZON),2022 Quarter 4,..,..
3967,..Gourami,..MIMAROPA Region,2022 Quarter 4,0.01,0.48
3968,..Gourami,..Region V (Bicol Region),2022 Quarter 4,..,..
3969,..Gourami,..Region VI (Western Visayas),2022 Quarter 4,..,..
3970,..Gourami,..Region VII (Central Visayas),2022 Quarter 4,..,..
3971,..Gourami,..Region VIII (Eastern Visayas),2022 Quarter 4,..,..
3972,..Gourami,..Region IX (Zamboanga Peninsula),2022 Quarter 4,..,..
3973,..Gourami,..Region X (Nothern Mindanao),2022 Quarter 4,..,..
3974,..Gourami,..Region XI (Davao Region),2022 Quarter 4,0.11,5.13
3975,..Gourami,..Region XII (SOCCSKSARGEN),2022 Quarter 4,2.21,241.29
3976,..Gourami,..Region XIII (Caraga),2022 Quarter 4,0.02,2.21
3977,..Gourami,..Bangsamoro Autonomous Region in Muslim Mindanao (BARMM),2022 Quarter 4,..,..
3978,..Mudfish,..National Capital Region (NCR),2022 Quarter 4,..,..
3979,..Mudfish,..Cordillera Administrative Region (CAR),2022 Quarter 4,1.01,123.95
3980,..Mudfish,..Region I (Ilocos Region),2022 Quarter 4,6.93,666.05
3981,..Mudfish,..Region II (Cagayan Valley),2022 Quarter 4,4.05,405.47
3982,..Mudfish,..Region III (Central Luzon),2022 Quarter 4,30.27,2503.28
3983,..Mudfish,..Region IV-A (CALABARZON),2022 Quarter 4,0.12,9.26
3984,..Mudfish,..MIMAROPA Region,2022 Quarter 4,3.33,402.83
3985,..Mudfish,..Region V (Bicol Region),2022 Quarter 4,3.06,299.87
3986,..Mudfish,..Region VI (Western Visayas),2022 Quarter 4,0.75,89.76
3987,..Mudfish,..Region VII (Central Visayas),2022 Quarter 4,1.32,168.73
3988,..Mudfish,..Region VIII (Eastern Visayas),2022 Quarter 4,0.04,5.16
3989,..Mudfish,..Region IX (Zamboanga Peninsula),2022 Quarter 4,..,..
3990,..Mudfish,..Region X (Nothern Mindanao),2022 Quarter 4,1.97,338.60
3991,..Mudfish,..Region XI (Davao Region),2022 Quarter 4,0.82,87.16
3992,..Mudfish,..Region XII (SOCCSKSARGEN),2022 Quarter 4,7.26,1057.83
3993,..Mudfish,..Region XIII (Caraga),2022 Quarter 4,0.28,33.29
3994,..Mudfish,..Bangsamoro Autonomous Region in Muslim Mindanao (BARMM),2022 Quarter 4,..,..
3995,..Freshwater Prawn,..National Capital Region (NCR),2022 Quarter 4,..,..
3996,..Freshwater Prawn,..Cordillera Administrative Region (CAR),2022 Quarter 4,..,..
3997,..Freshwater Prawn,..Region I (Ilocos Region),2022 Quarter 4,..,..
3998,..Freshwater Prawn,..Region II (Cagayan Valley),2022 Quarter 4,..,..
3999,..Freshwater Prawn,..Region III (Central Luzon),2022 Quarter 4,..,..
4000,..Freshwater Prawn,..Region IV-A (CALABARZON),2022 Quarter 4,..,..
4001,..Freshwater Prawn,..MIMAROPA Region,2022 Quarter 4,..,..
4002,..Freshwater Prawn,..Region V (Bicol Region),2022 Quarter 4,0.03,8.86
4003,..Freshwater Prawn,..Region VI (Western Visayas),2022 Quarter 4,0.00,0.08
4004,..Freshwater Prawn,..Region VII (Central Visayas),2022 Quarter 4,..,..
4005,..Freshwater Prawn,..Region VIII (Eastern Visayas),2022 Quarter 4,..,..
4006,..Freshwater Prawn,..Region IX (Zamboanga Peninsula),2022 Quarter 4,..,..
4007,..Freshwater Prawn,..Region X (Nothern Mindanao),2022 Quarter 4,0.06,8.76
4008,..Freshwater Prawn,..Region XI (Davao Region),2022 Quarter 4,..,..
4009,..Freshwater Prawn,..Region XII (SOCCSKSARGEN),2022 Quarter 4,0.05,2.85
4010,..Freshwater Prawn,..Region XIII (Caraga),2022 Quarter 4,..,..
4011,..Freshwater Prawn,..Bangsamoro Autonomous Region in Muslim Mindanao (BARMM),2022 Quarter 4,..,..
4012,..Others,..National Capital Region (NCR),2022 Quarter 4,149.93,4000.30
4013,..Others,..Cordillera Administrative Region (CAR),2022 Quarter 4,0.30,89.20
4014,..Others,..Region I (Ilocos Region),2022 Quarter 4,22.00,5006.03
4015,..Others,..Region II (Cagayan Valley),2022 Quarter 4,4.48,533.66
4016,..Others,..Region III (Central Luzon),2022 Quarter 4,466.71,37238.75
4017,..Others,..Region IV-A (CALABARZON),2022 Quarter 4,0.13,80.89
4018,..Others,..MIMAROPA Region,2022 Quarter 4,18.33,5157.79
4019,..Others,..Region V (Bicol Region),2022 Quarter 4,5.31,1284.52
4020,..Others,..Region VI (Western Visayas),2022 Quarter 4,347.72,14842.52
4021,..Others,..Region VII (Central Visayas),2022 Quarter 4,0.75,80.58
4022,..Others,..Region VIII (Eastern Visayas),2022 Quarter 4,1.62,549.55
4023,..Others,..Region IX (Zamboanga Peninsula),2022 Quarter 4,37.60,11711.82
4024,..Others,..Region X (Nothern Mindanao),2022 Quarter 4,0.01,0.72
4025,..Others,..Region XI (Davao Region),2022 Quarter 4,46.91,17795.10
4026,..Others,..Region XII (SOCCSKSARGEN),2022 Quarter 4,1.23,316.99
4027,..Others,..Region XIII (Caraga),2022 Quarter 4,17.52,12530.99
4028,..Others,..Bangsamoro Autonomous Region in Muslim Mindanao (BARMM),2022 Quarter 4,..,..
4029,..Oyster,..National Capital Region (NCR),2022 Quarter 4,..,..
4030,..Oyster,..Cordillera Administrative Region (CAR),2022 Quarter 4,..,..
4031,..Oyster,..Region I (Ilocos Region),2022 Quarter 4,374.55,8448.62
4032,..Oyster,..Region II (Cagayan Valley),2022 Quarter 4,19.65,294.72
4033,..Oyster,..Region III (Central Luzon),2022 Quarter 4,29.56,1408.11
4034,..Oyster,..Region IV-A (CALABARZON),2022 Quarter 4,13.72,462.86
4035,..Oyster,..MIMAROPA Region,2022 Quarter 4,..,..
4036,..Oyster,..Region V (Bicol Region),2022 Quarter 4,27.49,297.16
4037,..Oyster,..Region VI (Western Visayas),2022 Quarter 4,838.90,16798.55
4038,..Oyster,..Region VII (Central Visayas),2022 Quarter 4,74.44,1508.22
4039,..Oyster,..Region VIII (Eastern Visayas),2022 Quarter 4,1.39,22.43
4040,..Oyster,..Region IX (Zamboanga Peninsula),2022 Quarter 4,69.55,1908.57
4041,..Oyster,..Region X (Nothern Mindanao),2022 Quarter 4,0.02,2.19
4042,..Oyster,..Region XI (Davao Region),2022 Quarter 4,65.72,854.30
4043,..Oyster,..Region XII (SOCCSKSARGEN),2022 Quarter 4,..,..
4044,..Oyster,..Region XIII (Caraga),2022 Quarter 4,..,..
4045,..Oyster,..Bangsamoro Autonomous Region in Muslim Mindanao (BARMM),2022 Quarter 4,..,..
4046,..Mussel,..National Capital Region (NCR),2022 Quarter 4,112.62,10993.81
4047,..Mussel,..Cordillera Administrative Region (CAR),2022 Quarter 4,..,..
4048,..Mussel,..Region I (Ilocos Region),2022 Quarter 4,190.10,9505.23
4049,..Mussel,..Region II (Cagayan Valley),2022 Quarter 4,..,..
4050,..Mussel,..Region III (Central Luzon),2022 Quarter 4,344.07,22382.74
4051,..Mussel,..Region IV-A (CALABARZON),2022 Quarter 4,276.75,12575.63
4052,..Mussel,..MIMAROPA Region,2022 Quarter 4,34.03,651.24
4053,..Mussel,..Region V (Bicol Region),2022 Quarter 4,167.82,6561.57
4054,..Mussel,..Region VI (Western Visayas),2022 Quarter 4,50.22,1991.52
4055,..Mussel,..Region VII (Central Visayas),2022 Quarter 4,..,..
4056,..Mussel,..Region VIII (Eastern Visayas),2022 Quarter 4,343.11,6280.05
4057,..Mussel,..Region IX (Zamboanga Peninsula),2022 Quarter 4,..,..
4058,..Mussel,..Region X (Nothern Mindanao),2022 Quarter 4,2.12,62.48
4059,..Mussel,..Region XI (Davao Region),2022 Quarter 4,..,..
4060,..Mussel,..Region XII (SOCCSKSARGEN),2022 Quarter 4,..,..
4061,..Mussel,..Region XIII (Caraga),2022 Quarter 4,..,..
4062,..Mussel,..Bangsamoro Autonomous Region in Muslim Mindanao (BARMM),2022 Quarter 4,..,..
4063,..Seaweed,..National Capital Region (NCR),2022 Quarter 4,..,..
4064,..Seaweed,..Cordillera Administrative Region (CAR),2022 Quarter 4,..,..
4065,..Seaweed,..Region I (Ilocos Region),2022 Quarter 4,1.97,66.37
4066,..Seaweed,..Region II (Cagayan Valley),2022 Quarter 4,1.23,12.34
4067,..Seaweed,..Region III (Central Luzon),2022 Quarter 4,994.50,9945.00
4068,..Seaweed,..Region IV-A (CALABARZON),2022 Quarter 4,11.20,195.99
4069,..Seaweed,..MIMAROPA Region,2022 Quarter 4,140056.98,2681960.19
4070,..Seaweed,..Region V (Bicol Region),2022 Quarter 4,3647.36,79051.39
4071,..Seaweed,..Region VI (Western Visayas),2022 Quarter 4,18638.35,189800.79
4072,..Seaweed,..Region VII (Central Visayas),2022 Quarter 4,2930.22,44364.56
4073,..Seaweed,..Region VIII (Eastern Visayas),2022 Quarter 4,544.99,7600.83
4074,..Seaweed,..Region IX (Zamboanga Peninsula),2022 Quarter 4,40262.64,595012.52
4075,..Seaweed,..Region X (Nothern Mindanao),2022 Quarter 4,393.71,6858.59
4076,..Seaweed,..Region XI (Davao Region),2022 Quarter 4,483.22,5882.71
4077,..Seaweed,..Region XII (SOCCSKSARGEN),2022 Quarter 4,5.27,120.39
4078,..Seaweed,..Region XIII (Caraga),2022 Quarter 4,255.94,4330.30
4079,..Seaweed,..Bangsamoro Autonomous Region in Muslim Mindanao (BARMM),2022 Quarter 4,257942.02,2229684.59
4080,All Species,..National Capital Region (NCR),2023 Quarter 1,645.99,45180.57
4081,All Species,..Cordillera Administrative Region (CAR),2023 Quarter 1,728.97,82654.88
4082,All Species,..Region I (Ilocos Region),2023 Quarter 1,25874.87,3815418.54
4083,All Species,..Region II (Cagayan Valley),2023 Quarter 1,2191.20,368371.15
4084,All Species,..Region III (Central Luzon),2023 Quarter 1,94444.91,13183639.32
4085,All Species,..Region IV-A (CALABARZON),2023 Quarter 1,20643.63,2336064.22
4086,All Species,..MIMAROPA Region,2023 Quarter 1,41201.34,627871.92
4087,All Species,..Region V (Bicol Region),2023 Quarter 1,3599.48,317848.56
4088,All Species,..Region VI (Western Visayas),2023 Quarter 1,30137.07,2730745.34
4089,All Species,..Region VII (Central Visayas),2023 Quarter 1,6233.55,506332.08
4090,All Species,..Region VIII (Eastern Visayas),2023 Quarter 1,1160.45,155861.39
4091,All Species,..Region IX (Zamboanga Peninsula),2023 Quarter 1,47252.13,728655.85
4092,All Species,..Region X (Nothern Mindanao),2023 Quarter 1,2304.75,376972.38
4093,All Species,..Region XI (Davao Region),2023 Quarter 1,6119.05,908648.82
4094,All Species,..Region XII (SOCCSKSARGEN),2023 Quarter 1,4705.81,935091.49
4095,All Species,..Region XIII (Caraga),2023 Quarter 1,1688.07,266883.73
4096,All Species,..Bangsamoro Autonomous Region in Muslim Mindanao (BARMM),2023 Quarter 1,256951.39,2636297.82
4097,..Milkfish,..National Capital Region (NCR),2023 Quarter 1,238.19,20885.76
4098,..Milkfish,..Cordillera Administrative Region (CAR),2023 Quarter 1,..,..
4099,..Milkfish,..Region I (Ilocos Region),2023 Quarter 1,23772.68,3523480.49
4100,..Milkfish,..Region II (Cagayan Valley),2023 Quarter 1,27.15,3804.14
4101,..Milkfish,..Region III (Central Luzon),2023 Quarter 1,16033.79,1903219.57
4102,..Milkfish,..Region IV-A (CALABARZON),2023 Quarter 1,6824.52,888682.12
4103,..Milkfish,..MIMAROPA Region,2023 Quarter 1,415.49,56453.30
4104,..Milkfish,..Region V (Bicol Region),2023 Quarter 1,291.48,36966.92
4105,..Milkfish,..Region VI (Western Visayas),2023 Quarter 1,5964.84,760877.59
4106,..Milkfish,..Region VII (Central Visayas),2023 Quarter 1,491.68,67475.08
4107,..Milkfish,..Region VIII (Eastern Visayas),2023 Quarter 1,536.76,95463.98
4108,..Milkfish,..Region IX (Zamboanga Peninsula),2023 Quarter 1,647.16,66754.96
4109,..Milkfish,..Region X (Nothern Mindanao),2023 Quarter 1,1109.83,162511.31
4110,..Milkfish,..Region XI (Davao Region),2023 Quarter 1,4417.23,709682.64
4111,..Milkfish,..Region XII (SOCCSKSARGEN),2023 Quarter 1,363.76,60831.16
4112,..Milkfish,..Region XIII (Caraga),2023 Quarter 1,940.99,147329.64
4113,..Milkfish,..Bangsamoro Autonomous Region in Muslim Mindanao (BARMM),2023 Quarter 1,105.19,15306.98
4114,..Tilapia,..National Capital Region (NCR),2023 Quarter 1,42.15,2266.09
4115,..Tilapia,..Cordillera Administrative Region (CAR),2023 Quarter 1,722.86,81896.34
4116,..Tilapia,..Region I (Ilocos Region),2023 Quarter 1,1638.70,157923.31
4117,..Tilapia,..Region II (Cagayan Valley),2023 Quarter 1,1548.01,158237.07
4118,..Tilapia,..Region III (Central Luzon),2023 Quarter 1,66530.97,6218136.77
4119,..Tilapia,..Region IV-A (CALABARZON),2023 Quarter 1,12497.17,1389261.31
4120,..Tilapia,..MIMAROPA Region,2023 Quarter 1,75.07,8794.69
4121,..Tilapia,..Region V (Bicol Region),2023 Quarter 1,1241.59,155268.10
4122,..Tilapia,..Region VI (Western Visayas),2023 Quarter 1,299.11,31680.05
4123,..Tilapia,..Region VII (Central Visayas),2023 Quarter 1,82.07,11026.79
4124,..Tilapia,..Region VIII (Eastern Visayas),2023 Quarter 1,66.01,10804.46
4125,..Tilapia,..Region IX (Zamboanga Peninsula),2023 Quarter 1,21.92,2385.55
4126,..Tilapia,..Region X (Nothern Mindanao),2023 Quarter 1,735.56,87071.02
4127,..Tilapia,..Region XI (Davao Region),2023 Quarter 1,215.56,27364.22
4128,..Tilapia,..Region XII (SOCCSKSARGEN),2023 Quarter 1,1634.08,203949.56
4129,..Tilapia,..Region XIII (Caraga),2023 Quarter 1,103.88,12529.32
4130,..Tilapia,..Bangsamoro Autonomous Region in Muslim Mindanao (BARMM),2023 Quarter 1,2169.73,197001.70
4131,..Tiger Prawn,..National Capital Region (NCR),2023 Quarter 1,..,..
4132,..Tiger Prawn,..Cordillera Administrative Region (CAR),2023 Quarter 1,..,..
4133,..Tiger Prawn,..Region I (Ilocos Region),2023 Quarter 1,215.35,107722.19
4134,..Tiger Prawn,..Region II (Cagayan Valley),2023 Quarter 1,3.59,1794.40
4135,..Tiger Prawn,..Region III (Central Luzon),2023 Quarter 1,4664.66,3495449.63
4136,..Tiger Prawn,..Region IV-A (CALABARZON),2023 Quarter 1,2.69,1199.01
4137,..Tiger Prawn,..MIMAROPA Region,2023 Quarter 1,3.75,1673.67
4138,..Tiger Prawn,..Region V (Bicol Region),2023 Quarter 1,45.85,15275.35
4139,..Tiger Prawn,..Region VI (Western Visayas),2023 Quarter 1,88.37,37792.27
4140,..Tiger Prawn,..Region VII (Central Visayas),2023 Quarter 1,61.25,27494.79
4141,..Tiger Prawn,..Region VIII (Eastern Visayas),2023 Quarter 1,79.72,22868.94
